id,service_type,service_name,identifier,country,status
665,hosting,Google,199.223.232.0/22,,2
666,hosting,Google,199.192.112.0/22 ,,2
667,hosting,Google,192.158.28.0/22,,
668,hosting,Google,173.255.112.0/20,,2
669,hosting,Google,162.222.176.0/21,,
670,hosting,Google,162.216.148.0/22,,2
671,hosting,Google,35.203.128.0/18,,3
672,hosting,Google,35.203.192.0/19,,
673,hosting,Google,35.203.240.0/20 ,,
674,hosting,Google,35.203.0.0/17,,
675,hosting,Google,146.148.64.0/18,,
676,hosting,Google,146.148.32.0/19,,
677,hosting,Google,146.148.16.0/20,,3
678,hosting,Google,146.148.8.0/21,,3
679,hosting,Google,146.148.4.0/22,,
680,hosting,Google,146.148.2.0/23,,2
681,hosting,Google,107.178.192.0/18,,2
682,hosting,Google,107.167.160.0/19 ,,
683,hosting,Google,35.188.0.0/15,,2
684,hosting,Google,35.216.0.0/15 ,,3
685,hosting,Google,35.184.0.0/14,,2
686,hosting,Google,208.68.108.0/23,,2
687,hosting,Google,104.196.0.0/14 ,,
688,hosting,Google,104.154.0.0/15,,2
689,hosting,Google,130.211.128.0/17,,2
690,hosting,Google,130.211.64.0/18,,2
691,hosting,Google,130.211.32.0/19,,2
692,hosting,Google,130.211.16.0/20 ,,2
693,hosting,Google,130.211.8.0/21 ,,2
694,hosting,Google,35.200.0.0/15,,
695,hosting,Google,2600:1900::/35 ,,
696,hosting,Google,35.235.216.0/21 ,,2
697,hosting,Google,35.199.128.0/18,,2
698,hosting,Google,35.199.0.0/17,,2
699,hosting,Google,35.198.0.0/16 ,,2
700,hosting,Google,35.196.0.0/15,,2
701,hosting,Google,35.192.0.0/14,,
702,hosting,Google,35.235.224.0/20 ,,
703,hosting,Google,35.190.192.0/19,,2
704,hosting,Google,35.190.128.0/18,,2
705,hosting,Google,5.190.0.0/17,,
706,email_vendor,GoDaddy,45.40.128.0 - 45.40.191.255,,
707,email_vendor,GoDaddy,173.201.0.0 - 173.201.255.255,,
708,email_vendor,GoDaddy,97.74.0.0 - 97.74.255.255,,
709,email_vendor,GoDaddy,2603:: - 2603:FFF:FFFF:FFFF:FFFF:FFFF:FFFF:FFFF,,
710,email_vendor,GoDaddy,2607:F208:: - 2607:F208:FFFF:FFFF:FFFF:FFFF:FFFF:FFFF,,
711,email_vendor,GoDaddy,160.153.0.0 - 160.153.255.255,,
712,email_vendor,GoDaddy,166.62.0.0 - 166.62.127.255,,
713,email_vendor,GoDaddy,184.168.0.0 - 184.168.255.255,,
714,email_vendor,GoDaddy,192.186.192.0 - 192.186.255.255,,
715,email_vendor,GoDaddy,72.167.0.0 - 72.167.255.255,,
716,email_vendor,GoDaddy,192.169.128.0 - 192.169.255.255,,
717,email_vendor,GoDaddy,198.12.128.0 - 198.12.255.255,,
718,email_vendor,GoDaddy,198.71.128.0 - 198.71.255.255,,
719,email_vendor,GoDaddy,208.109.0.0 - 208.109.255.255,,
720,email_vendor,GoDaddy,216.69.128.0 - 216.69.191.255,,
721,email_vendor,GoDaddy,23.229.128.0 - 23.229.255.255,,
722,email_vendor,GoDaddy,64.202.160.0 - 64.202.191.255,,
723,email_vendor,GoDaddy,68.178.128.0 - 68.178.255.255,,
724,email_vendor,GoDaddy,50.62.0.0 - 50.63.255.255,,
725,email_vendor,GoDaddy,107.180.0.0 - 107.180.127.255,,
726,email_vendor,GoDaddy,104.238.64.0 - 104.238.127.255,,
727,email_vendor,GoDaddy,132.148.0.0 - 132.148.255.255,,
728,email_vendor,GoDaddy,148.72.0.0 - 148.72.255.255,,
